"あ","ア"
"でぃびーいー","ＤＢＥ"
"でぃぴーいー","ＤＰＥ"
"てぃーぴーえー","ｔ－ＰＡ"
"でぃぴーえー","ＤＰＡ"
"てぃーびーえっちきゅー","ＴＢＨＱ"
"でぃぴーえふ","ＤＰＦ"
"てぃーぴーじー","ＴＰＧ"
"でぃぴーじー","ＤＰＧ"
"でぃびじょん","ディビジョン"
"でいびす","デイビス"
"てぃーびーてぃー","ＴＢＴ"
"てぃーぴーてぃー","ＴＰＴ"
"てぃーびーぴー","ＴＢＰ"
"てぃーぴーぴー","ＴＰＰ"
"でぃぷー","ディプー"
"でぃーぷ","ディープ"
"てぃふあな","ティフアナ"
"てぃーぶい","ＴＶ"
"でぃぶい","ＤＶ"
"でぃぶいえふ","ＤＶＦ"
"でぃぶいでぃ","ＤＶＤ"
"でぃぶいぼうしほう","ＤＶ防止法"
"でぃぶいゆー","ＤＶＵ"
"でぃふぇんす","ディフェンス"
"でぃーふぇんべーかー","ディーフェンベーカー"
"てぃーふぉー","Ｔ４"
"でぃーぷさうす","ディープサウス"
"てぃふとぐん","ティフト郡"
"てぃふとん","ティフトン"
"てぃぷとん","ティプトン"
"てぃぷとんびる","ティプトンビル"
"でぃふゅーざー","ディフューザー"
"でぃふゅーじょん","ディフュージョン"
"でぃふゅーじょんいんでっくす","ディフュージョン・インデックス"
"でいふらわー","デイフラワー"
"でぃぶるがる","ディブルガル"
"でぃぶるがるけん","ディブルガル県"
"でぃふるくとーす","Ｄ‐フルクトース"
"でぃぷろいど","ディプロイド"
"でぃぷろま","ディプロマ"
"でぃぷろまっと","ディプロマット"
"でぃぷろまてぃすと","ディプロマティスト"
"でぃぷろまーと","ディプロマート"
"でぃぷろん","ディプロン"
"てぃべすてぃさんち","ティベスティ山地"
"てぃべりあ","ティベリア"
"てぃべりあこ","ティベリア湖"
"てぃべりす","ティベリス"
"てぃべりす","ティベリス川"
"ていぼく","低木"
"てぃぼどー","ティボドー"
"でぃぽろぐ","ディポログ"
"でぃましゅく","ディマシュク"
"でぃまっと","ＤＭＡＴ"
"でぃーまっと","ＤＭＡＴ"
"でぃまぷる","ディマプル"
"でぃまぷーる","ディマプール"
"でぃまぷるけん","ディマプル県"
"でぃまぷーるけん","ディマプール県"
"てぃみあん","ティミアン"
"てぃみか","ティミカ"
"てぃみしゅ","ティミシュ"
"てぃみしゅけん","ティミシュ県"
"てぃみしょあら","ティミショアラ"
"でいむ","デイム"
"てぃむがど","ティムガド"
"てぃむーる","ティムール"
"てぃーも","ティーモ"
"でぃもな","ディモナ"
"てぃもーる","ティモール"
"てぃもーるかい","ティモール海"
"てぃもーるとう","ティモール島"
"ていや","丁夜"
"でぃやーな","ディヤーナ"
"でぃやらしゅう","ディヤラ州"
"でぃやーらしゅう","ディヤーラ州"
"でぃやるばきる","ディヤルバキル"
"でぃやるばくる","ディヤルバクル"
"でぃやるばくるくうぐんきち","ディヤルバクル空軍基地"
"でぃやるばくるけん","ディヤルバクル県"
"ていゆ","提喩"
"でぃゆー","ＤＵ"
"てぃーゆーいー","Ｔｕｅ"
"ていゆうわらん","丁酉倭乱"
"てぃーゆーえーぶい","ＴＵＡＶ"
"でぃゆーだん","ＤＵ弾"
"ていゆほう","提喩法"
"てぃーよんちゅうとうれんしゅうき","Ｔ－４中等練習機"
"ていらー","テイラー"
"てぃらー","ティラー"
"てぃらか","ティラカ"
"てぃらーか","ティラーカ"
"てぃらく","ティラク"
"てぃらく","ティラク"
"てぃらーく","ティラーク"
"ていらーぐん","テイラー郡"
"てぃらすぽり","ティラスポリ"
"てぃらとう","ティラ島"
"てぃらとーれ","ティラトーレ"
"てぃらな","ティラナ"
"てぃらなけん","ティラナ県"
"てぃらのさうるす","ティラノサウルス"
"てぃらのざうるす","ティラノザウルス"
"てぃらぴあ","ティラピア"
"てぃらべりけん","ティラベリ県"
"てぃらみす","ティラミス"
"でいらむ","デイラム"
"でぃらむ","ＤＲＡＭ"
"でいらん","泥卵"
"でぃり","ディリ"
"でぃりけん","ディリ県"
"でいりーず","デイリーズ"
"てぃりちゅみーる","ティリチュミール"
"ていりゅう","テイリュウ"
"ていりゅうじょ","停留所"
"ていりゅうじょう","停留場"
"でいりーらっしゅ","デイリーラッシュ"
"てぃーりんぱきゅう","Ｔリンパ球"
"ている","テイル"
"てぃる","ティル"
"てぃーる","ティール"
"でぃる","ディル"
"でぃる","ディル"
"でぃーる","ディール"
"でいるいす","デイルイス"
"でいるぐん","デイル郡"
"てぃるだ","ティルダ"
"でぃるちく","ディル地区"
"でぃーるちく","ディール地区"
"てぃるで","ティルデ"
"てぃると","ティルト"
"てぃるねるべり","ティルネルベリ"
"てぃるねるべりけん","ティルネルベリ県"
"てぃるばなんたぷらむ","ティルバナンタプラム"
"でぃるはむ","ディルハム"
"てぃるぴっつ","ティルピッツ"
"てぃるぴっつ","ティルピッツ"
"てぃるーる","ティルール"
"てぃーれぐ","Ｔレグ"
"でぃれくたー","ディレクター"
"でぃれだわ","ディレダワ"
"でぃれだわしゅう","ディレダワ州"
"てぃれにあかい","ティレニア海"
"てぃれんてぃうす","テレンティウス"
"てぃろ","ティロ"
"てぃろす","ティロス"
"ていろらいと","テイロライト"
"てぃろーんけん","ティローン県"
"ていわ","鄭和"
"ていわ","鄭和"
"てぃーわいおー","ＴＹＯ"
"でぃーわーにーや","ディーワーニーヤ"
"でぃーん","ディーン"
"でぃんかぞく","ディンカ族"
"てぃんかーべる","ティンカーベル"
"でぃんぎー","ディンギー"
"でぃんぐ","ディング"
"でぃんぐ","ディング"
"でぃんご","ディンゴ"
"でぃんごん","ディンゴン"
"てぃんしゃ","ティンシャ"
"てぃんすきあ","ティンスキア"
"てぃんすきあけん","ティンスキア県"
"てぃんだる","ティンダル"
"てぃんだる","ティンダル"
"でぃんてぃる","ディンティル"
"てぃんと","ティント"
"てぃんどーふ","ティンドーフ"
"てぃんどーふけん","ティンドーフ県"
"てぃんばなむ","ティンバナム"
"てぃんぱに","ティンパニ"
"てぃんぱにー","ティンパニー"
"てぃんぱの","ティンパノ"
"てぃんぷー","ティンプー"
"てぃんぶくとぅー","ティンブクトゥー"
"でぃんぷる","ディンプル"
"でぃんぷる","ディンプル"
"でヴぃ","デヴィ"
"でーヴぃす","デーヴィス"
"でうぃっと","デウィット"
"でヴぃっどかぱーふぃーるど","デヴィッド・カパフィールド"
"てヴぇれがわ","テヴェレ川"
"でヴぉん","デヴォン"
"でヴぉんしゃー","デヴォンシャー"
"でヴぉんしゃーしゅう","デヴォンシャー州"
"でヴぉんしゅう","デヴォン州"
"でうぐるーぷ","デウ・グループ"
"でうす","デウス"
"てうち","手討ち"
"てうとに","テウトニ"
"てうとねす","テウトネス"
"てうりとう","天売島"
"でえす","デエス"
"でえでえ","でえでえ"
"でえまなこ","大眼"
"でおきしりぼかくさん","デオキシリボ核酸"
"ておくりとす","テオクリトス"
"ておてぃわかん","テオティワカン"
"ておどしうすたいてい","テオドシウス大帝"
"でおどらんと","デオドラント"
"ておどりくす","テオドリクス"
"ておどりくすいっせい","テオドリクス一世"
"ておどりこいっせい","テオドリコ一世"
"ておの","手斧"
"ておふらすとす","テオフラストス"
"ておぶろみん","テオブロミン"
"ておりー","テオリー"
"でおり","デオリ"
"ておりあ","テオリア"
"ておーりあ","テオーリア"
"でおりあ","デオリア"
"でおりあけん","デオリア県"
"でおりや","デオリヤ"
"でおりやけん","デオリヤ県"
"てか","手下"
"でか","でか"
"でか","デカ"
"でかあーる","デカアール"
"でかぐらむ","デカグラム"
"でかごん","デカゴン"
"てかし","手桎"
"てかせ","手かせ"
"でかーど","デカード"
"てがぬま","手賀沼"
"でかへどろん","デカヘドロン"
"てがみ","手紙"
"てがみはいけいじゅうごのきみへ","手紙～拝啓十五の君へ～"
"でかめーとる","デカメートル"
"でかめろん","デカメロン"
"てがらえき","手柄駅"
"てかりだけ","光岳"
"でかりっとる","デカリットル"
"でかーる","デカール"
"でかーる","デカール"
"でかるこまにー","デカルコマニー"
"でかるこまにあ","デカルコマニア"
"でかると","デカルト"
"てがろんはっと","テガロンハット"
"てきか","迪化"
"てきか","摘花"
"てきか","摘果"
"てきが","摘芽"
"てきこく","敵国"
"てきこくじょうこう","敵国条項"
"てきさす","テキサス"
"てきさすぐん","テキサス郡"
"てきさすしゅう","テキサス州"
"てきさすねつ","テキサス熱"
"てきさすろんぐほーん","テキサス・ロングホーン"
"できしー","デキシー"
"できしーありー","デキシーアリー"
"できしーらんど","デキシーランド"
"できしーらんどじゃず","デキシーランドジャズ"
"てきじんけつ","狄仁傑"
"てきすとめっせーじんぐ","テキスト・メッセージング"
"できすとりん","デキストリン"
"できすとろ","デキストロ"
"できすとろぐるこーす","デキストログルコース"
"できすとろーす","デキストロース"
"てきたいてきせんきょうんどう","敵対的選挙運動"
"てきだん","敵弾"
"てきだん","擲弾"
"てきだんとう","擲弾筒"
"できちゃったけっこん","できちゃった結婚"
"できちゃったこん","できちゃった婚"
"てきや","てき屋"
"てきーら","テキーラ"
"てきーら","テキーラ"
"てーく","テーク"
"てぐ","テグ"
"でく","木偶"
"てぐぁんぐん","テグァン郡"
"でくえやる","デ・クエヤル"
"てくしー","テクシー"
"てぐしがるぱ","テグシガルパ"
"てぐす","テグス"
"てぐすいと","天蚕糸"
"てぐすが","テグスガ"
"てぐすさん","テグスサン"
"でくすたー","デクスター"
"でくすとろ","デクストロ"
"でぐっき","デグッキ"
"てくにからー","テクニカラー"
"てくにかるたーむ","テクニカルターム"
"でくのぼう","木偶の坊"
"てくら","テクラ"
"でぐらでーしょん","デグラデーション"
"でくりーす","デクリース"
"でぐるま","出郭"
"てけぜがわ","テケゼ川"
"てーげるくうこう","テーゲル空港"
"でこ","デコ"
"でこ","デコ"
"でこ","木偶"
"でこい","デコイ"
"でこーだー","デコーダー"
"でことら","デコトラ"
"でこぴん","でこピン"
"でこぼこ","でこぼこ"
"でこぽん","デコポン"
"でこら","デコラ"
"でこらてぃぶ","デコラティブ"
"でこれーしょん","デコレーション"
"でこれーしょんけーき","デコレーションケーキ"
"でこれーしょんでー","デコレーションデー"
"てこんどー","テコンドー"
"でざいあ","ＤＥＳＩＲＥ－情熱－"
"でざいなーちゃいるど","デザイナーチャイルド"
"でざいなーべびー","デザイナーベビー"
"でざいんこんぺ","デザインコンペ"
"てーざーじゅう","テーザー銃"
"てーざーすたんがん","テーザー・スタンガン"
"でざーと","デザート"
"でざーと","デザート"
"でーさーびす","デーサービス"
"でさんと","デサント"
"てし","テシ"
"でし","デシ"
"でーじー","デージー"
"てしぇきゅるえでりむ","テシェキュル・エデリム"
"てしぇっきゅるれー","テシェッキュルレー"
"てしお","天塩"
"てしおぐん","天塩郡"
"てしおだけ","天塩岳"
"てしおちょう","天塩町"
"てしかが","弟子屈"
"てしかがえき","弟子屈駅"
"てしかがちょう","弟子屈町"
"でーじーかったー","デージー・カッター"
"でじかめ","デジカメ"
"でしぐらむ","デシグラム"
"てした","手下"
"でじたるかにゅうしゃせん","デジタル加入者線"
"でじたるさいねーじ","デジタルサイネージ"
"でーじーちぇーん","デージーチェーン"
"でじっと","デジット"
"てしふぉん","テシフォン"
"でしべる","デシベル"
"てしま","豊島"
"てしまさんぱいもんだい","豊島産廃問題"
"でじまむら","出島村"
"でしまる","デシマル"
"でしまるぽいんと","デシマル・ポイント"
"てじめ","手締め"
"でしめーとる","デシメートル"
"でじゃヴゅ","デジャヴュ"
"でしゃぐん","デシャ郡"
"でじゃびゅ","デジャビュ"
"でじゃぶ","デジャブ"
"でじゅあ","デジュア"
"でじゅあすたんだーど","デジュア・スタンダード"
"でじゅり","デジュリ"
"でじゅりすたんだーど","デジュリ・スタンダード"
"でじゅーるすたんだーど","デジュール・スタンダード"
"てじょう","手鎖"
"てしょくいし","手燭石"
"てじょんし","テジョン市"
"てーじょんし","テージョン市"
"でしりっとる","デシリットル"
"てしろざわおんせん","手白沢温泉"
"てーず","テーズ"
"です","デス"
"です","特賜"
"でずいり","手数入り"
"てすけろさうるす","テスケロサウルス"
"てすこここ","テスココ湖"
"てすたー","テスター"
"てすたーた","テスタータ"
"てすちゅーど","テスチュード"
"てすてぃー","テスティー"
"てすてぃくる","テスティクル"
"てすてぃす","テスティス"
"てすてぃも","テスティモ"
"てすてれ","テステレ"
"てすとすてろん","テストステロン"
"てすとぷらんと","テストプラント"
"ですのーと","デスノート"
"ですばれー","デスバレー"
"てずぷる","テズプル"
"てずぷーる","テズプール"
"ですぺあ","デスペア"
"ですぺらーど","デスペラード"
"ですぺれーと","デスペレート"
"ですぽとさんみゃく","デスポト山脈"
"てずま","手妻"
"ですますく","デスマスク"
"てすら","テスラ"
"てすら","テスラ"
"でせぷしょん","デセプション"
"てせら","テセラ"
"てせら","テセラ"
"てせらくと","テセラクト"
"でせる","デセル"
"でせーる","デセール"
"でせんばー","デセンバー"
"てそうら","テソウラ"
"でそとぐん","デソト郡"
"てぞーろ","テゾーロ"
"てーた","テータ"
"でーた","データ"
"でーたー","データー"
